WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,cNEU
913,71.65,37.13,82.07,78.06,11,13.8,84.34,45.78,13.25,8.87,6.57,0.11,1.64,0.22,0.33,4.38,5.15,13.14,7.56,4.38,3.18,2.41,15.99,4.71,1.86,0.88,1.64,1.64,8.54,5.7,2.85,0,0.55,0.44,6.46,1.2,0.11,1.31,0,8.43,1.2,0.66,2.19,2.08,1.42,2.52,2.63,1.1,0.66,0.77,2.19,0.44,1.1,0,0.22,6.46,0.99,1.53,1.1,2.96,0.33,2.52,12.71,3.07,18.62,2.74,5.7,10.62,3.72,0.99,0.99,0.11,0.55,0.11,3.5,0,1.42,0.66,1.64,0,39.32,15.44,1.42,0.11,0.11,0.22,5.7,0.22,0,1.31,0,14.79,196,15523.1,82.07,0.06,17982,0.48,0.25,y
353,65.25,37.76,92.07,21.42,7.67,15.01,85.84,40.51,11.33,5.38,4.25,0.57,0.28,0.28,0,5.95,3.12,10.76,7.08,5.1,3.68,1.7,15.58,7.08,2.55,1.13,0.57,2.27,10.76,5.1,5.38,0.57,1.13,0.28,4.82,0,0.57,0.28,0,11.9,1.7,0.85,3.12,4.25,1.98,2.83,1.13,0.28,0,0.28,5.67,0.57,3.97,0,0.28,9.35,2.27,3.12,2.27,2.83,0.28,1.98,11.61,2.27,24.08,3.97,8.22,13.6,3.4,1.42,0.57,0,0.28,0,4.82,0,2.27,1.13,1.13,0,46.46,26.06,1.98,0.57,0,2.27,9.35,1.13,0.57,1.13,0,3.4,258,29260.8,88.95,0.07,30879,0.47,0.46,n
551,74.57,78.25,7.46,99,10.6,15.43,76.77,41.02,9.26,5.44,1.81,1.45,1.45,0.18,0.54,3.81,4.54,12.34,7.26,5.44,5.08,1.09,12.7,6.53,1.81,0.91,3.45,2,11.25,9.44,1.81,0,0.91,0.18,8.89,1.09,0.91,0.54,0.54,6.72,0.54,1.45,1.27,2.54,1.63,0.91,2.72,1.81,0.36,0.54,2.9,0,1.81,0,0.91,8.71,3.81,1.63,2.36,2.9,0.18,0.36,11.43,1.09,10.53,2.54,4.72,3.27,2.72,1.45,0.54,2.36,0,0,5.08,0.18,3.99,0.36,0.18,0,49.55,25.77,1.45,0.73,0,1.45,9.8,1.45,2,2.36,0.36,4.17,606,177453,97.12,0.01,180788,0.49,0.07,n
414,71.47,38.58,65.74,82.13,9.63,20.77,82.37,46.38,13.53,8.7,6.04,0.48,0.24,1.69,0.24,4.83,5.8,12.8,8.21,3.14,4.83,1.45,16.43,6.28,0.97,0.97,0.72,2.66,6.28,4.59,1.45,0.24,0.48,0.72,6.04,0.48,0.24,2.42,0.48,7.97,1.69,1.21,0.97,1.69,1.45,2.17,1.93,1.45,0.24,0.24,3.38,0.24,0,0,3.14,7.97,1.69,2.42,1.45,2.42,0.48,2.66,12.08,1.69,16.18,1.21,5.31,10.14,1.69,2.17,0.48,0.24,0.97,0,1.21,0,0,0,1.21,0,43.96,18.6,2.9,0,0,1.45,8.94,0.24,3.86,3.14,0.48,4.35,134,8649.25,98.53,0.02,8697,0.5,0.03,n
532,91.04,76.82,21.01,82.84,8.31,18.98,79.89,45.86,9.4,6.39,1.88,0.94,2.07,1.32,0.19,2.82,9.21,14.1,8.27,3.01,3.2,1.13,15.6,3.01,1.32,0.94,1.69,2.63,6.95,5.08,1.88,0.56,0.56,0.19,9.02,0.19,0.75,1.69,0,9.59,2.44,1.13,1.88,3.38,1.13,1.5,1.69,0.56,0.38,0.56,1.69,1.13,0.19,0.19,0.38,7.89,3.38,2.07,0.94,1.88,0.75,3.2,10.71,2.63,13.53,1.5,7.14,4.7,3.2,3.01,1.32,0.94,0.19,0,1.32,0.19,0.75,0.19,0.56,0,25.56,9.21,3.57,0.38,0,0.75,3.38,0.94,3.01,1.88,0,2.44,77,2830.5,99.32,0.03,2837,0.5,0.01,n
225,86.07,48.22,63.76,97.78,11.25,16.89,76.89,39.56,8.44,4,3.11,0,0.44,0.44,0,4.44,2.67,15.56,6.67,3.56,3.11,1.78,13.78,5.33,2.67,1.33,7.56,2.22,8,6.67,1.33,0,0,0,4.89,0.44,0.89,0.44,0,8,0.44,0.89,2.22,1.78,2.67,0.89,0.89,0.44,0,0.44,4.89,0.89,2.67,0,1.33,5.33,2.22,0.89,1.78,1.33,0,2.67,8,1.33,21.33,2.67,9.33,9.78,2.22,4,2.67,0.44,1.33,0,3.11,0,2.22,0.44,0.44,0,40,5.33,1.33,1.78,0,0.89,15.11,0.44,0,4,0,11.11,959,441049,96.21,0.01,453251,0.49,0.1,n
675,60.6,58.78,28.71,30.79,8.54,16.44,86.07,52.44,14.22,8.59,3.85,1.19,0.89,2.67,0,5.63,6.52,13.19,10.52,5.48,4.89,1.33,20.59,4.44,1.63,1.04,1.04,1.78,6.52,3.41,3.11,0.3,1.93,0.15,9.04,0.44,0.3,2.67,0.59,10.52,1.19,1.63,2.07,2.07,2.22,2.52,2.07,1.04,0.3,0.59,2.81,1.48,0.3,0.3,0.44,8,2.96,1.33,1.93,1.48,0.59,3.11,14.81,2.07,14.81,1.33,5.93,7.41,2.07,1.78,0,1.33,0.15,0.15,3.26,1.19,1.33,0.44,0,0.44,31.26,13.33,2.52,1.19,0.15,0.74,7.26,0.15,0.3,2.37,0,3.26,475,108866,97.11,0.02,110588,0.49,0.13,y
1062,66.83,42.89,61.73,85.2,7.08,15.44,84.93,42.37,11.77,7.25,5.37,0.56,0.47,0.56,0.28,4.52,4.9,10.73,8.1,4.9,4.14,1.13,16.67,5.18,1.69,1.41,1.32,2.54,10.45,6.87,3.48,0.66,0.56,1.13,6.5,0.28,0.28,0.85,1.04,9.32,1.41,0.75,1.79,3.01,1.41,1.88,3.48,1.22,0.94,0.75,3.2,1.22,0.94,0,0.85,7.72,1.88,1.51,2.26,2.45,0.47,2.35,11.02,2.17,16.48,2.07,7.06,7.63,1.98,3.11,0.19,0.19,0.28,0.19,7.53,0.94,3.86,1.69,1.32,0,44.07,15.07,2.92,1.22,0,1.88,16.38,1.13,0.85,2.35,0.56,1.69,699,236036,97.03,0.01,240885,0.5,0.09,n
372,89.12,57.47,83.66,99,10.05,23.66,76.88,38.71,7.8,6.18,4.03,0.54,0.81,0,0.81,1.61,5.65,12.9,4.84,4.84,3.49,0.81,10.22,4.3,0.54,0.81,0.54,0.81,8.87,8.6,0.27,0,0,0.27,5.65,0.54,0,0.27,0.27,2.42,0.54,0.54,0.81,0.54,0,0.27,1.88,0.81,0,0.81,5.38,0,0.27,0,4.3,4.3,2.15,0.27,1.34,0.81,0,1.34,5.91,4.3,22.85,3.23,7.53,13.71,1.61,4.57,1.34,0,1.34,0,4.57,0,4.57,0,0,0,25.27,3.23,3.23,0.27,0,0.54,6.45,2.69,0.54,2.69,1.08,4.57,900,397632,98.51,0.01,400980,0.5,0.06,n
783,37.64,55.07,74.25,98.15,11.51,11.49,94,57.34,16.99,11.24,6,0.77,2.81,1.28,0.38,5.75,5.87,12.26,10.98,5.62,7.28,2.17,18.52,3.58,1.66,1.53,1.15,2.43,7.79,6.64,1.15,0.13,0.13,0.38,9.83,0.51,0,0.77,0.64,11.88,1.92,0.89,1.53,2.04,2.81,3.83,1.53,0.26,0.51,0.64,3.32,0.77,0.89,0,0.26,9.83,3.45,2.04,3.32,1.92,0.13,1.79,13.67,2.68,15.96,2.81,6.9,6.9,1.53,1.02,0.77,0.64,3.07,0.13,0.77,0.13,0.38,0.26,0,0,24.01,9.45,5.36,0.89,0,0.51,2.81,0.64,1.79,1.4,0.89,0.26,721,248889,96.16,0.02,255465,0.49,0.12,y
139,94.13,82.52,63.19,52.78,13.9,17.27,85.61,43.17,8.63,4.32,1.44,0,2.88,0,0,4.32,6.47,17.27,4.32,3.6,5.04,0.72,12.95,5.04,2.16,0,4.32,2.88,7.19,4.32,2.88,0,1.44,0,9.35,0,1.44,0,0.72,6.47,2.88,0,1.44,1.44,0,0.72,1.44,0.72,0,0.72,6.47,1.44,1.44,0,3.6,6.47,0.72,3.6,2.88,0.72,0,1.44,11.51,1.44,19.42,2.88,7.19,10.79,2.88,2.88,0,0,0,0,0.72,0,0,0.72,0,0,8.63,6.47,0,0.72,0,0,0.72,0,0,0.72,0,0,239,24116.1,85.51,0.05,26937,0.48,0.27,y
1554,64.97,56.65,67.63,47.17,8.45,13.06,87.58,49.55,13.64,9.27,5.28,0.13,1.35,2.19,0.32,4.38,5.73,13.51,9.27,5.21,4.7,1.54,19.05,5.66,2.19,1.16,3.22,2.96,7.08,4.12,2.96,0.26,0.9,0.39,9.59,1.93,0.45,2.38,1.42,9.91,2.12,1.03,1.87,1.99,1.61,2.19,1.74,0.51,0.64,0.51,3.35,1.35,1.22,0.19,0.71,7.72,1.99,1.42,2.51,2.32,0.13,3.22,13.71,1.87,18.21,2.25,8.11,8.17,1.54,1.42,0.58,0.51,0.26,0.13,2.06,0.39,0.97,0.19,0.39,0,32.37,18.92,3.15,0.26,0,0.45,2.7,0.77,0.39,3.15,0.13,2.45,29,334.42,88.47,0.14,348,0.46,0.26,y
922,62.76,72.45,47.38,75.99,11.67,16.81,82.75,50.87,14.75,8.89,4.12,1.84,2.06,0.65,0.22,5.86,8.13,10.63,8.46,5.1,4.77,1.63,16.05,4.88,1.74,1.74,3.69,2.17,5.42,4.01,1.3,0,0.22,0.43,11.06,0.76,0.54,0.22,1.3,10.2,1.84,0.87,1.52,2.93,1.41,3.04,1.41,0.76,0.43,0.22,1.63,0.43,0.43,0.43,0.43,7.81,3.36,0.87,2.49,1.3,0.43,3.58,11.28,2.06,13.77,2.06,5.31,6.94,2.28,1.63,0.22,0.54,0.43,0,0.87,0.22,0.65,0,0,0,35.9,6.18,4.01,0.43,0.22,6.18,4.01,2.17,1.3,3.04,0.76,7.59,160,12180.8,96.97,0.03,12382,0.49,0.06,y
135,63.81,67.16,38.57,88.52,9.64,19.26,80,41.48,9.63,8.15,4.44,0,3.7,0,0,1.48,5.93,9.63,8.89,4.44,5.93,2.22,17.04,6.67,0.74,0,0.74,2.22,6.67,5.19,1.48,0,0,0.74,9.63,0.74,0,0.74,0,6.67,0.74,0,2.22,0.74,0.74,2.22,0.74,0,0.74,0,4.44,3.7,2.22,0,2.96,8.89,2.22,2.22,4.44,2.22,0,0,13.33,2.22,14.07,2.22,7.41,4.44,1.48,2.96,0.74,0,0,0,4.44,0,2.22,0.74,1.48,0,48.89,16.3,0,0.74,0,6.67,15.56,0,0,1.48,0.74,7.41,289,38381.5,92.87,0.03,40329,0.49,0.15,n
165,90.15,72.77,73.95,17.02,16.5,21.21,71.52,42.42,12.12,7.27,3.64,2.42,0,0,1.21,4.85,7.88,12.73,3.64,1.21,5.45,0.61,13.33,1.82,1.82,1.21,1.82,1.21,3.03,1.21,1.82,0.61,1.21,0,8.48,0.61,0,0,0,6.67,3.03,0.61,0,1.21,1.82,0.61,1.82,1.82,0,0,1.82,1.21,0.61,0,0,7.27,3.03,0.61,2.42,0.61,0.61,1.82,10.3,0.61,17.58,3.64,9.7,4.24,0.61,0,0,0.61,0.61,0.61,2.42,0,1.82,0.61,0.61,0,30.3,6.67,3.64,0.61,0.61,0,0,0.61,7.88,0.61,0,9.7,222,21894.7,90.06,0.04,23462,0.48,0.21,y
112,75.78,39.43,30.01,75.48,22.4,23.21,78.57,45.54,8.04,2.68,0,0.89,0,1.79,0,5.36,7.14,12.5,11.61,3.57,3.57,3.57,16.07,8.93,3.57,0.89,2.68,3.57,9.82,6.25,3.57,0,1.79,0.89,8.04,0,0,0.89,1.79,14.29,0,0,1.79,1.79,4.46,6.25,4.46,1.79,2.68,0,0.89,0,0.89,0,0,8.93,1.79,4.46,1.79,3.57,0.89,3.57,10.71,0.89,15.18,0.89,8.93,6.25,0.89,2.68,0,0,0,0.89,1.79,1.79,0,0,0,0,24.11,3.57,5.36,0.89,0,2.68,0,1.79,1.79,4.46,0,3.57,332,51669.8,94.61,0.03,53479,0.49,0.18,y
612,71.03,64.05,50.52,59.83,11.33,17.97,80.23,46.41,13.4,7.84,4.25,1.63,1.63,0.16,0.16,5.56,4.9,12.91,6.7,4.74,4.9,0.82,14.54,5.23,2.94,1.63,3.59,2.12,4.74,3.27,1.47,0,0.65,0.16,8.17,0,0.16,0.49,0.16,10.78,3.27,1.31,0.65,3.1,0.82,2.12,3.59,1.8,0.65,0.98,2.45,0.33,0.98,0,1.14,5.72,2.45,0.65,1.14,1.14,0.33,4.74,8.33,0.65,12.25,1.96,6.05,4.58,2.78,2.29,0.16,0,0.49,0,1.96,0.65,1.31,0.16,0.33,0,34.31,8.01,1.47,3.43,0,4.41,9.64,1.8,1.31,0.98,2.29,0.98,254,29724.9,93.25,0.04,30978,0.49,0.18,n
